"tollgate_id","time_window","direction","volume","has_etc",vehicle_model_0,vehicle_model_1,vehicle_model_2,vehicle_model_3,vehicle_model_4,vehicle_model_5,vehicle_model_6,vehicle_model_7,vehicle_type_0,vehicle_type_1
2,2016-09-19 00:00:00,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 01:00:00,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 01:40:00,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 05:00:00,0,14,1.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 05:20:00,0,12,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 05:40:00,0,21,5.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 06:00:00,0,30,5.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 06:20:00,0,36,4.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 06:40:00,0,37,10.0,0.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 07:00:00,0,84,34.0,0.0,80.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 07:20:00,0,80,36.0,0.0,73.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 07:40:00,0,97,36.0,0.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 08:00:00,0,129,43.0,0.0,124.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 08:20:00,0,122,41.0,0.0,111.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 08:40:00,0,98,30.0,0.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 09:00:00,0,89,15.0,0.0,83.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 09:20:00,0,78,18.0,0.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 09:40:00,0,59,12.0,0.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 10:00:00,0,71,18.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 10:20:00,0,88,11.0,0.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 10:40:00,0,65,14.0,0.0,52.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,2016-09-19 11:00:00,0,50,13.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 11:20:00,0,61,14.0,0.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 11:40:00,0,46,9.0,0.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 12:00:00,0,87,18.0,0.0,70.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 12:20:00,0,66,18.0,0.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 12:40:00,0,69,14.0,0.0,57.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 13:00:00,0,81,26.0,0.0,68.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 13:20:00,0,95,29.0,0.0,77.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 13:40:00,0,67,20.0,0.0,52.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2,2016-09-19 14:00:00,0,66,12.0,0.0,52.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 14:20:00,0,62,16.0,0.0,54.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,2016-09-19 14:40:00,0,79,21.0,0.0,70.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
