delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"6.0","1.0","47.0","-4.0","17.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","5.0","0.0","22.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","26.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","10.0","0.0","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","34.0","0.0","80.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","36.0","0.0","73.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0","36.0","0.0","93.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-19 08:00:00","129.0"
"6.0","1.0","47.0","-4.0","17.0","0.0","1.0","0.0","0.0","0.0","0.0","30.0","5.0","0.0","22.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","26.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","10.0","0.0","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","34.0","0.0","80.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","36.0","0.0","73.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0","36.0","0.0","93.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-19 08:20:00","122.0"
"6.0","1.0","47.0","-4.0","17.0","0.0","0.0","1.0","0.0","0.0","0.0","30.0","5.0","0.0","22.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","26.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","10.0","0.0","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","34.0","0.0","80.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","36.0","0.0","73.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0","36.0","0.0","93.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-19 08:40:00","98.0"
"6.0","1.0","47.0","-4.0","17.0","0.0","0.0","0.0","1.0","0.0","0.0","30.0","5.0","0.0","22.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","26.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","10.0","0.0","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","34.0","0.0","80.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","36.0","0.0","73.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0","36.0","0.0","93.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-19 09:00:00","89.0"
"6.0","1.0","47.0","-4.0","17.0","0.0","0.0","0.0","0.0","1.0","0.0","30.0","5.0","0.0","22.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","26.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","10.0","0.0","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","34.0","0.0","80.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","36.0","0.0","73.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0","36.0","0.0","93.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-19 09:20:00","78.0"
"6.0","1.0","47.0","-4.0","17.0","0.0","0.0","0.0","0.0","0.0","1.0","30.0","5.0","0.0","22.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","26.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","10.0","0.0","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","34.0","0.0","80.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","36.0","0.0","73.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0","36.0","0.0","93.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-19 09:40:00","59.0"
"-10.0","7.0","2.0","10.0","13.0","1.0","0.0","0.0","0.0","0.0","0.0","77.0","19.0","0.0","59.0","17.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","67.0","15.0","0.0","58.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","14.0","0.0","62.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","16.0","0.0","66.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86.0","23.0","0.0","85.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.0","22.0","0.0","86.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","79.0","2016-09-19 17:00:00","85.0"
"-10.0","7.0","2.0","10.0","13.0","0.0","1.0","0.0","0.0","0.0","0.0","77.0","19.0","0.0","59.0","17.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","67.0","15.0","0.0","58.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","14.0","0.0","62.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","16.0","0.0","66.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86.0","23.0","0.0","85.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.0","22.0","0.0","86.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","79.0","2016-09-19 17:20:00","72.0"
"-10.0","7.0","2.0","10.0","13.0","0.0","0.0","1.0","0.0","0.0","0.0","77.0","19.0","0.0","59.0","17.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","67.0","15.0","0.0","58.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","14.0","0.0","62.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","16.0","0.0","66.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86.0","23.0","0.0","85.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.0","22.0","0.0","86.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","79.0","2016-09-19 17:40:00","53.0"
"-10.0","7.0","2.0","10.0","13.0","0.0","0.0","0.0","1.0","0.0","0.0","77.0","19.0","0.0","59.0","17.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","67.0","15.0","0.0","58.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","14.0","0.0","62.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","16.0","0.0","66.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86.0","23.0","0.0","85.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.0","22.0","0.0","86.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","79.0","2016-09-19 18:00:00","55.0"
"-10.0","7.0","2.0","10.0","13.0","0.0","0.0","0.0","0.0","1.0","0.0","77.0","19.0","0.0","59.0","17.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","67.0","15.0","0.0","58.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","14.0","0.0","62.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","16.0","0.0","66.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86.0","23.0","0.0","85.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.0","22.0","0.0","86.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","79.0","2016-09-19 18:20:00","50.0"
