delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"8.0","27.0","2.0","4.0","32.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","5.0","0.0","18.0","7.0","2.0","0.0","1.0","0.0","2.0","14.0","16.0","38.0","9.0","0.0","25.0","6.0","1.0","3.0","2.0","0.0","1.0","19.0","19.0","65.0","16.0","0.0","58.0","5.0","2.0","0.0","0.0","0.0","0.0","51.0","14.0","67.0","15.0","0.0","59.0","4.0","1.0","2.0","1.0","0.0","0.0","54.0","13.0","71.0","21.0","0.0","65.0","1.0","1.0","1.0","2.0","0.0","1.0","57.0","14.0","103.0","33.0","0.0","97.0","3.0","2.0","0.0","1.0","0.0","0.0","92.0","11.0","62.0","2016-09-19 08:00:00","118.0"
"8.0","27.0","2.0","4.0","32.0","0.0","1.0","0.0","0.0","0.0","0.0","30.0","5.0","0.0","18.0","7.0","2.0","0.0","1.0","0.0","2.0","14.0","16.0","38.0","9.0","0.0","25.0","6.0","1.0","3.0","2.0","0.0","1.0","19.0","19.0","65.0","16.0","0.0","58.0","5.0","2.0","0.0","0.0","0.0","0.0","51.0","14.0","67.0","15.0","0.0","59.0","4.0","1.0","2.0","1.0","0.0","0.0","54.0","13.0","71.0","21.0","0.0","65.0","1.0","1.0","1.0","2.0","0.0","1.0","57.0","14.0","103.0","33.0","0.0","97.0","3.0","2.0","0.0","1.0","0.0","0.0","92.0","11.0","62.0","2016-09-19 08:20:00","168.0"
"8.0","27.0","2.0","4.0","32.0","0.0","0.0","1.0","0.0","0.0","0.0","30.0","5.0","0.0","18.0","7.0","2.0","0.0","1.0","0.0","2.0","14.0","16.0","38.0","9.0","0.0","25.0","6.0","1.0","3.0","2.0","0.0","1.0","19.0","19.0","65.0","16.0","0.0","58.0","5.0","2.0","0.0","0.0","0.0","0.0","51.0","14.0","67.0","15.0","0.0","59.0","4.0","1.0","2.0","1.0","0.0","0.0","54.0","13.0","71.0","21.0","0.0","65.0","1.0","1.0","1.0","2.0","0.0","1.0","57.0","14.0","103.0","33.0","0.0","97.0","3.0","2.0","0.0","1.0","0.0","0.0","92.0","11.0","62.0","2016-09-19 08:40:00","161.0"
"8.0","27.0","2.0","4.0","32.0","0.0","0.0","0.0","1.0","0.0","0.0","30.0","5.0","0.0","18.0","7.0","2.0","0.0","1.0","0.0","2.0","14.0","16.0","38.0","9.0","0.0","25.0","6.0","1.0","3.0","2.0","0.0","1.0","19.0","19.0","65.0","16.0","0.0","58.0","5.0","2.0","0.0","0.0","0.0","0.0","51.0","14.0","67.0","15.0","0.0","59.0","4.0","1.0","2.0","1.0","0.0","0.0","54.0","13.0","71.0","21.0","0.0","65.0","1.0","1.0","1.0","2.0","0.0","1.0","57.0","14.0","103.0","33.0","0.0","97.0","3.0","2.0","0.0","1.0","0.0","0.0","92.0","11.0","62.0","2016-09-19 09:00:00","145.0"
"8.0","27.0","2.0","4.0","32.0","0.0","0.0","0.0","0.0","1.0","0.0","30.0","5.0","0.0","18.0","7.0","2.0","0.0","1.0","0.0","2.0","14.0","16.0","38.0","9.0","0.0","25.0","6.0","1.0","3.0","2.0","0.0","1.0","19.0","19.0","65.0","16.0","0.0","58.0","5.0","2.0","0.0","0.0","0.0","0.0","51.0","14.0","67.0","15.0","0.0","59.0","4.0","1.0","2.0","1.0","0.0","0.0","54.0","13.0","71.0","21.0","0.0","65.0","1.0","1.0","1.0","2.0","0.0","1.0","57.0","14.0","103.0","33.0","0.0","97.0","3.0","2.0","0.0","1.0","0.0","0.0","92.0","11.0","62.0","2016-09-19 09:20:00","125.0"
"8.0","27.0","2.0","4.0","32.0","0.0","0.0","0.0","0.0","0.0","1.0","30.0","5.0","0.0","18.0","7.0","2.0","0.0","1.0","0.0","2.0","14.0","16.0","38.0","9.0","0.0","25.0","6.0","1.0","3.0","2.0","0.0","1.0","19.0","19.0","65.0","16.0","0.0","58.0","5.0","2.0","0.0","0.0","0.0","0.0","51.0","14.0","67.0","15.0","0.0","59.0","4.0","1.0","2.0","1.0","0.0","0.0","54.0","13.0","71.0","21.0","0.0","65.0","1.0","1.0","1.0","2.0","0.0","1.0","57.0","14.0","103.0","33.0","0.0","97.0","3.0","2.0","0.0","1.0","0.0","0.0","92.0","11.0","62.0","2016-09-19 09:40:00","116.0"
"20.0","-12.0","18.0","-11.0","25.0","1.0","0.0","0.0","0.0","0.0","0.0","75.0","19.0","0.0","69.0","2.0","3.0","1.0","0.0","0.0","0.0","66.0","9.0","95.0","20.0","0.0","86.0","2.0","3.0","3.0","1.0","0.0","0.0","82.0","13.0","83.0","19.0","0.0","74.0","3.0","5.0","0.0","1.0","0.0","0.0","75.0","8.0","101.0","26.0","0.0","98.0","3.0","0.0","0.0","0.0","0.0","0.0","94.0","7.0","90.0","13.0","0.0","82.0","4.0","1.0","1.0","2.0","0.0","0.0","78.0","12.0","115.0","32.0","0.0","105.0","7.0","3.0","0.0","0.0","0.0","0.0","106.0","9.0","93.0","2016-09-19 17:00:00","86.0"
"20.0","-12.0","18.0","-11.0","25.0","0.0","1.0","0.0","0.0","0.0","0.0","75.0","19.0","0.0","69.0","2.0","3.0","1.0","0.0","0.0","0.0","66.0","9.0","95.0","20.0","0.0","86.0","2.0","3.0","3.0","1.0","0.0","0.0","82.0","13.0","83.0","19.0","0.0","74.0","3.0","5.0","0.0","1.0","0.0","0.0","75.0","8.0","101.0","26.0","0.0","98.0","3.0","0.0","0.0","0.0","0.0","0.0","94.0","7.0","90.0","13.0","0.0","82.0","4.0","1.0","1.0","2.0","0.0","0.0","78.0","12.0","115.0","32.0","0.0","105.0","7.0","3.0","0.0","0.0","0.0","0.0","106.0","9.0","93.0","2016-09-19 17:20:00","85.0"
"20.0","-12.0","18.0","-11.0","25.0","0.0","0.0","1.0","0.0","0.0","0.0","75.0","19.0","0.0","69.0","2.0","3.0","1.0","0.0","0.0","0.0","66.0","9.0","95.0","20.0","0.0","86.0","2.0","3.0","3.0","1.0","0.0","0.0","82.0","13.0","83.0","19.0","0.0","74.0","3.0","5.0","0.0","1.0","0.0","0.0","75.0","8.0","101.0","26.0","0.0","98.0","3.0","0.0","0.0","0.0","0.0","0.0","94.0","7.0","90.0","13.0","0.0","82.0","4.0","1.0","1.0","2.0","0.0","0.0","78.0","12.0","115.0","32.0","0.0","105.0","7.0","3.0","0.0","0.0","0.0","0.0","106.0","9.0","93.0","2016-09-19 17:40:00","91.0"
"20.0","-12.0","18.0","-11.0","25.0","0.0","0.0","0.0","1.0","0.0","0.0","75.0","19.0","0.0","69.0","2.0","3.0","1.0","0.0","0.0","0.0","66.0","9.0","95.0","20.0","0.0","86.0","2.0","3.0","3.0","1.0","0.0","0.0","82.0","13.0","83.0","19.0","0.0","74.0","3.0","5.0","0.0","1.0","0.0","0.0","75.0","8.0","101.0","26.0","0.0","98.0","3.0","0.0","0.0","0.0","0.0","0.0","94.0","7.0","90.0","13.0","0.0","82.0","4.0","1.0","1.0","2.0","0.0","0.0","78.0","12.0","115.0","32.0","0.0","105.0","7.0","3.0","0.0","0.0","0.0","0.0","106.0","9.0","93.0","2016-09-19 18:00:00","73.0"
