is_holi,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,is_week,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
0,1,0,0,0,0,0,0,103,71,67,65,38,30,62,2016/9/19 8:00,118
0,0,1,0,0,0,0,0,103,71,67,65,38,30,62,2016/9/19 8:20,168
0,0,0,1,0,0,0,0,103,71,67,65,38,30,62,2016/9/19 8:40,161
0,0,0,0,1,0,0,0,103,71,67,65,38,30,62,2016/9/19 9:00,145
0,0,0,0,0,1,0,0,103,71,67,65,38,30,62,2016/9/19 9:20,125
0,0,0,0,0,0,1,0,103,71,67,65,38,30,62,2016/9/19 9:40,116
0,1,0,0,0,0,0,0,115,90,101,83,95,75,93,2016/9/19 17:00,86
0,0,1,0,0,0,0,0,115,90,101,83,95,75,93,2016/9/19 17:20,85
0,0,0,1,0,0,0,0,115,90,101,83,95,75,93,2016/9/19 17:40,91
0,0,0,0,1,0,0,0,115,90,101,83,95,75,93,2016/9/19 18:00,73
0,0,0,0,0,1,0,0,115,90,101,83,95,75,93,2016/9/19 18:20,78
0,0,0,0,0,0,1,0,115,90,101,83,95,75,93,2016/9/19 18:40,77
0,1,0,0,0,0,0,0,122,97,83,66,43,24,72,2016/9/20 8:00,154
0,0,1,0,0,0,0,0,122,97,83,66,43,24,72,2016/9/20 8:20,209
0,0,0,1,0,0,0,0,122,97,83,66,43,24,72,2016/9/20 8:40,210
0,0,0,0,1,0,0,0,122,97,83,66,43,24,72,2016/9/20 9:00,191
0,0,0,0,0,1,0,0,122,97,83,66,43,24,72,2016/9/20 9:20,222
0,0,0,0,0,0,1,0,122,97,83,66,43,24,72,2016/9/20 9:40,174
0,1,0,0,0,0,0,0,96,97,85,87,73,80,86,2016/9/20 17:00,84
0,0,1,0,0,0,0,0,96,97,85,87,73,80,86,2016/9/20 17:20,86
0,0,0,1,0,0,0,0,96,97,85,87,73,80,86,2016/9/20 17:40,106
0,0,0,0,1,0,0,0,96,97,85,87,73,80,86,2016/9/20 18:00,90
0,0,0,0,0,1,0,0,96,97,85,87,73,80,86,2016/9/20 18:20,84
0,0,0,0,0,0,1,0,96,97,85,87,73,80,86,2016/9/20 18:40,88
0,1,0,0,0,0,0,0,89,92,66,37,42,20,57,2016/9/21 8:00,126
0,0,1,0,0,0,0,0,89,92,66,37,42,20,57,2016/9/21 8:20,122
0,0,0,1,0,0,0,0,89,92,66,37,42,20,57,2016/9/21 8:40,149
0,0,0,0,1,0,0,0,89,92,66,37,42,20,57,2016/9/21 9:00,131
0,0,0,0,0,1,0,0,89,92,66,37,42,20,57,2016/9/21 9:20,83
0,0,0,0,0,0,1,0,89,92,66,37,42,20,57,2016/9/21 9:40,78
0,1,0,0,0,0,0,0,100,88,87,99,108,98,96,2016/9/21 17:00,77
0,0,1,0,0,0,0,0,100,88,87,99,108,98,96,2016/9/21 17:20,94
0,0,0,1,0,0,0,0,100,88,87,99,108,98,96,2016/9/21 17:40,95
0,0,0,0,1,0,0,0,100,88,87,99,108,98,96,2016/9/21 18:00,67
0,0,0,0,0,1,0,0,100,88,87,99,108,98,96,2016/9/21 18:20,75
0,0,0,0,0,0,1,0,100,88,87,99,108,98,96,2016/9/21 18:40,68
0,1,0,0,0,0,0,0,93,88,63,50,37,33,60,2016/9/22 8:00,121
0,0,1,0,0,0,0,0,93,88,63,50,37,33,60,2016/9/22 8:20,127
0,0,0,1,0,0,0,0,93,88,63,50,37,33,60,2016/9/22 8:40,136
0,0,0,0,1,0,0,0,93,88,63,50,37,33,60,2016/9/22 9:00,116
0,0,0,0,0,1,0,0,93,88,63,50,37,33,60,2016/9/22 9:20,110
0,0,0,0,0,0,1,0,93,88,63,50,37,33,60,2016/9/22 9:40,96
0,1,0,0,0,0,0,0,86,87,89,76,101,94,88,2016/9/22 17:00,78
0,0,1,0,0,0,0,0,86,87,89,76,101,94,88,2016/9/22 17:20,86
0,0,0,1,0,0,0,0,86,87,89,76,101,94,88,2016/9/22 17:40,78
0,0,0,0,1,0,0,0,86,87,89,76,101,94,88,2016/9/22 18:00,54
0,0,0,0,0,1,0,0,86,87,89,76,101,94,88,2016/9/22 18:20,53
0,0,0,0,0,0,1,0,86,87,89,76,101,94,88,2016/9/22 18:40,99
0,1,0,0,0,0,0,0,105,81,66,53,41,28,62,2016/9/23 8:00,118
0,0,1,0,0,0,0,0,105,81,66,53,41,28,62,2016/9/23 8:20,135
0,0,0,1,0,0,0,0,105,81,66,53,41,28,62,2016/9/23 8:40,154
0,0,0,0,1,0,0,0,105,81,66,53,41,28,62,2016/9/23 9:00,134
0,0,0,0,0,1,0,0,105,81,66,53,41,28,62,2016/9/23 9:20,137
0,0,0,0,0,0,1,0,105,81,66,53,41,28,62,2016/9/23 9:40,96
0,1,0,0,0,0,0,0,137,119,102,107,120,98,113,2016/9/23 17:00,86
0,0,1,0,0,0,0,0,137,119,102,107,120,98,113,2016/9/23 17:20,110
0,0,0,1,0,0,0,0,137,119,102,107,120,98,113,2016/9/23 17:40,121
0,0,0,0,1,0,0,0,137,119,102,107,120,98,113,2016/9/23 18:00,100
0,0,0,0,0,1,0,0,137,119,102,107,120,98,113,2016/9/23 18:20,95
0,0,0,0,0,0,1,0,137,119,102,107,120,98,113,2016/9/23 18:40,96
0,1,0,0,0,0,0,1,95,71,73,48,44,17,58,2016/9/24 8:00,122
0,0,1,0,0,0,0,1,95,71,73,48,44,17,58,2016/9/24 8:20,113
0,0,0,1,0,0,0,1,95,71,73,48,44,17,58,2016/9/24 8:40,107
0,0,0,0,1,0,0,1,95,71,73,48,44,17,58,2016/9/24 9:00,115
0,0,0,0,0,1,0,1,95,71,73,48,44,17,58,2016/9/24 9:20,128
0,0,0,0,0,0,1,1,95,71,73,48,44,17,58,2016/9/24 9:40,124
0,1,0,0,0,0,0,1,114,107,109,105,134,104,112,2016/9/24 17:00,87
0,0,1,0,0,0,0,1,114,107,109,105,134,104,112,2016/9/24 17:20,88
0,0,0,1,0,0,0,1,114,107,109,105,134,104,112,2016/9/24 17:40,87
0,0,0,0,1,0,0,1,114,107,109,105,134,104,112,2016/9/24 18:00,57
0,0,0,0,0,1,0,1,114,107,109,105,134,104,112,2016/9/24 18:20,77
0,0,0,0,0,0,1,1,114,107,109,105,134,104,112,2016/9/24 18:40,66
0,1,0,0,0,0,0,1,112,72,50,49,28,21,55,2016/9/25 8:00,112
0,0,1,0,0,0,0,1,112,72,50,49,28,21,55,2016/9/25 8:20,111
0,0,0,1,0,0,0,1,112,72,50,49,28,21,55,2016/9/25 8:40,120
0,0,0,0,1,0,0,1,112,72,50,49,28,21,55,2016/9/25 9:00,108
0,0,0,0,0,1,0,1,112,72,50,49,28,21,55,2016/9/25 9:20,140
0,0,0,0,0,0,1,1,112,72,50,49,28,21,55,2016/9/25 9:40,102
0,1,0,0,0,0,0,1,101,100,109,107,119,122,109,2016/9/25 17:00,118
0,0,1,0,0,0,0,1,101,100,109,107,119,122,109,2016/9/25 17:20,84
0,0,0,1,0,0,0,1,101,100,109,107,119,122,109,2016/9/25 17:40,82
0,0,0,0,1,0,0,1,101,100,109,107,119,122,109,2016/9/25 18:00,75
0,0,0,0,0,1,0,1,101,100,109,107,119,122,109,2016/9/25 18:20,88
0,0,0,0,0,0,1,1,101,100,109,107,119,122,109,2016/9/25 18:40,71
0,1,0,0,0,0,0,0,137,87,83,66,49,22,74,2016/9/26 8:00,138
0,0,1,0,0,0,0,0,137,87,83,66,49,22,74,2016/9/26 8:20,164
0,0,0,1,0,0,0,0,137,87,83,66,49,22,74,2016/9/26 8:40,150
0,0,0,0,1,0,0,0,137,87,83,66,49,22,74,2016/9/26 9:00,145
0,0,0,0,0,1,0,0,137,87,83,66,49,22,74,2016/9/26 9:20,113
0,0,0,0,0,0,1,0,137,87,83,66,49,22,74,2016/9/26 9:40,104
0,1,0,0,0,0,0,0,78,89,82,93,77,102,86,2016/9/26 17:00,85
0,0,1,0,0,0,0,0,78,89,82,93,77,102,86,2016/9/26 17:20,90
0,0,0,1,0,0,0,0,78,89,82,93,77,102,86,2016/9/26 17:40,82
0,0,0,0,1,0,0,0,78,89,82,93,77,102,86,2016/9/26 18:00,91
0,0,0,0,0,1,0,0,78,89,82,93,77,102,86,2016/9/26 18:20,55
0,0,0,0,0,0,1,0,78,89,82,93,77,102,86,2016/9/26 18:40,70
0,1,0,0,0,0,0,0,97,73,71,53,42,25,60,2016/9/27 8:00,96
0,0,1,0,0,0,0,0,97,73,71,53,42,25,60,2016/9/27 8:20,118
0,0,0,1,0,0,0,0,97,73,71,53,42,25,60,2016/9/27 8:40,144
0,0,0,0,1,0,0,0,97,73,71,53,42,25,60,2016/9/27 9:00,117
0,0,0,0,0,1,0,0,97,73,71,53,42,25,60,2016/9/27 9:20,109
0,0,0,0,0,0,1,0,97,73,71,53,42,25,60,2016/9/27 9:40,94
0,1,0,0,0,0,0,0,84,91,72,70,106,75,83,2016/9/27 17:00,76
0,0,1,0,0,0,0,0,84,91,72,70,106,75,83,2016/9/27 17:20,73
0,0,0,1,0,0,0,0,84,91,72,70,106,75,83,2016/9/27 17:40,82
0,0,0,0,1,0,0,0,84,91,72,70,106,75,83,2016/9/27 18:00,83
0,0,0,0,0,1,0,0,84,91,72,70,106,75,83,2016/9/27 18:20,81
0,0,0,0,0,0,1,0,84,91,72,70,106,75,83,2016/9/27 18:40,83
0,1,0,0,0,0,0,0,83,58,75,43,36,24,53,2016/9/28 8:00,110
0,0,1,0,0,0,0,0,83,58,75,43,36,24,53,2016/9/28 8:20,132
0,0,0,1,0,0,0,0,83,58,75,43,36,24,53,2016/9/28 8:40,131
0,0,0,0,1,0,0,0,83,58,75,43,36,24,53,2016/9/28 9:00,143
0,0,0,0,0,1,0,0,83,58,75,43,36,24,53,2016/9/28 9:20,132
0,0,0,0,0,0,1,0,83,58,75,43,36,24,53,2016/9/28 9:40,84
0,1,0,0,0,0,0,0,88,91,81,86,86,83,85,2016/9/28 17:00,86
0,0,1,0,0,0,0,0,88,91,81,86,86,83,85,2016/9/28 17:20,73
0,0,0,1,0,0,0,0,88,91,81,86,86,83,85,2016/9/28 17:40,76
0,0,0,0,1,0,0,0,88,91,81,86,86,83,85,2016/9/28 18:00,68
0,0,0,0,0,1,0,0,88,91,81,86,86,83,85,2016/9/28 18:20,56
0,0,0,0,0,0,1,0,88,91,81,86,86,83,85,2016/9/28 18:40,59
0,1,0,0,0,0,0,0,60,55,48,32,25,16,39,2016/9/29 8:00,103
0,0,1,0,0,0,0,0,60,55,48,32,25,16,39,2016/9/29 8:20,105
0,0,0,1,0,0,0,0,60,55,48,32,25,16,39,2016/9/29 8:40,123
0,0,0,0,1,0,0,0,60,55,48,32,25,16,39,2016/9/29 9:00,130
0,0,0,0,0,1,0,0,60,55,48,32,25,16,39,2016/9/29 9:20,111
0,0,0,0,0,0,1,0,60,55,48,32,25,16,39,2016/9/29 9:40,121
0,1,0,0,0,0,0,0,86,110,94,97,86,93,94,2016/9/29 17:00,96
0,0,1,0,0,0,0,0,86,110,94,97,86,93,94,2016/9/29 17:20,107
0,0,0,1,0,0,0,0,86,110,94,97,86,93,94,2016/9/29 17:40,111
0,0,0,0,1,0,0,0,86,110,94,97,86,93,94,2016/9/29 18:00,76
0,0,0,0,0,1,0,0,86,110,94,97,86,93,94,2016/9/29 18:20,68
0,0,0,0,0,0,1,0,86,110,94,97,86,93,94,2016/9/29 18:40,56
0,1,0,0,0,0,0,0,84,70,68,44,44,21,55,2016/9/30 8:00,113
0,0,1,0,0,0,0,0,84,70,68,44,44,21,55,2016/9/30 8:20,121
0,0,0,1,0,0,0,0,84,70,68,44,44,21,55,2016/9/30 8:40,147
0,0,0,0,1,0,0,0,84,70,68,44,44,21,55,2016/9/30 9:00,116
0,0,0,0,0,1,0,0,84,70,68,44,44,21,55,2016/9/30 9:20,131
0,0,0,0,0,0,1,0,84,70,68,44,44,21,55,2016/9/30 9:40,120
0,1,0,0,0,0,0,0,106,110,88,114,119,91,104,2016/9/30 17:00,73
0,0,1,0,0,0,0,0,106,110,88,114,119,91,104,2016/9/30 17:20,111
0,0,0,1,0,0,0,0,106,110,88,114,119,91,104,2016/9/30 17:40,116
0,0,0,0,1,0,0,0,106,110,88,114,119,91,104,2016/9/30 18:00,32
0,0,0,0,0,1,0,0,106,110,88,114,119,91,104,2016/9/30 18:20,45
0,0,0,0,0,0,1,0,106,110,88,114,119,91,104,2016/9/30 18:40,26
1,1,0,0,0,0,0,1,25,12,15,13,19,11,15,2016/10/1 8:00,18
1,0,1,0,0,0,0,1,25,12,15,13,19,11,15,2016/10/1 8:20,12
1,0,0,1,0,0,0,1,25,12,15,13,19,11,15,2016/10/1 8:40,17
1,0,0,0,1,0,0,1,25,12,15,13,19,11,15,2016/10/1 9:00,15
1,0,0,0,0,1,0,1,25,12,15,13,19,11,15,2016/10/1 9:20,8
1,0,0,0,0,0,1,1,25,12,15,13,19,11,15,2016/10/1 9:40,16
1,1,0,0,0,0,0,1,9,8,8,20,13,17,12,2016/10/1 17:00,11
1,0,1,0,0,0,0,1,9,8,8,20,13,17,12,2016/10/1 17:20,12
1,0,0,1,0,0,0,1,9,8,8,20,13,17,12,2016/10/1 17:40,6
1,0,0,0,1,0,0,1,9,8,8,20,13,17,12,2016/10/1 18:00,11
1,0,0,0,0,1,0,1,9,8,8,20,13,17,12,2016/10/1 18:20,6
1,0,0,0,0,0,1,1,9,8,8,20,13,17,12,2016/10/1 18:40,6
1,1,0,0,0,0,0,1,14,16,12,8,16,4,11,2016/10/2 8:00,13
1,0,1,0,0,0,0,1,14,16,12,8,16,4,11,2016/10/2 8:20,14
1,0,0,1,0,0,0,1,14,16,12,8,16,4,11,2016/10/2 8:40,8
1,0,0,0,1,0,0,1,14,16,12,8,16,4,11,2016/10/2 9:00,24
1,0,0,0,0,1,0,1,14,16,12,8,16,4,11,2016/10/2 9:20,20
1,0,0,0,0,0,1,1,14,16,12,8,16,4,11,2016/10/2 9:40,13
1,1,0,0,0,0,0,1,19,14,10,26,18,20,17,2016/10/2 17:00,7
1,0,1,0,0,0,0,1,19,14,10,26,18,20,17,2016/10/2 17:20,18
1,0,0,1,0,0,0,1,19,14,10,26,18,20,17,2016/10/2 17:40,9
1,0,0,0,1,0,0,1,19,14,10,26,18,20,17,2016/10/2 18:00,8
1,0,0,0,0,1,0,1,19,14,10,26,18,20,17,2016/10/2 18:20,15
1,0,0,0,0,0,1,1,19,14,10,26,18,20,17,2016/10/2 18:40,5
1,1,0,0,0,0,0,0,16,13,11,18,18,6,13,2016/10/3 8:00,15
1,0,1,0,0,0,0,0,16,13,11,18,18,6,13,2016/10/3 8:20,16
1,0,0,1,0,0,0,0,16,13,11,18,18,6,13,2016/10/3 8:40,20
