is_holi,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,is_week,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
0,1,0,0,0,0,0,0,43,31,39,32,13,8,27,2016/9/19 8:00,46
0,0,1,0,0,0,0,0,43,31,39,32,13,8,27,2016/9/19 8:20,56
0,0,0,1,0,0,0,0,43,31,39,32,13,8,27,2016/9/19 8:40,41
0,0,0,0,1,0,0,0,43,31,39,32,13,8,27,2016/9/19 9:00,50
0,0,0,0,0,1,0,0,43,31,39,32,13,8,27,2016/9/19 9:20,49
0,0,0,0,0,0,1,0,43,31,39,32,13,8,27,2016/9/19 9:40,44
0,1,0,0,0,0,0,0,55,46,42,43,57,48,48,2016/9/19 17:00,36
0,0,1,0,0,0,0,0,55,46,42,43,57,48,48,2016/9/19 17:20,34
0,0,0,1,0,0,0,0,55,46,42,43,57,48,48,2016/9/19 17:40,24
0,0,0,0,1,0,0,0,55,46,42,43,57,48,48,2016/9/19 18:00,29
0,0,0,0,0,1,0,0,55,46,42,43,57,48,48,2016/9/19 18:20,27
0,0,0,0,0,0,1,0,55,46,42,43,57,48,48,2016/9/19 18:40,18
0,1,0,0,0,0,0,0,31,30,38,29,20,13,26,2016/9/20 8:00,53
0,0,1,0,0,0,0,0,31,30,38,29,20,13,26,2016/9/20 8:20,50
0,0,0,1,0,0,0,0,31,30,38,29,20,13,26,2016/9/20 8:40,45
0,0,0,0,1,0,0,0,31,30,38,29,20,13,26,2016/9/20 9:00,51
0,0,0,0,0,1,0,0,31,30,38,29,20,13,26,2016/9/20 9:20,68
0,0,0,0,0,0,1,0,31,30,38,29,20,13,26,2016/9/20 9:40,59
0,1,0,0,0,0,0,0,48,57,48,73,64,71,60,2016/9/20 17:00,38
0,0,1,0,0,0,0,0,48,57,48,73,64,71,60,2016/9/20 17:20,42
0,0,0,1,0,0,0,0,48,57,48,73,64,71,60,2016/9/20 17:40,38
0,0,0,0,1,0,0,0,48,57,48,73,64,71,60,2016/9/20 18:00,26
0,0,0,0,0,1,0,0,48,57,48,73,64,71,60,2016/9/20 18:20,29
0,0,0,0,0,0,1,0,48,57,48,73,64,71,60,2016/9/20 18:40,20
0,1,0,0,0,0,0,0,95,84,78,75,41,36,68,2016/9/21 8:00,122
0,0,1,0,0,0,0,0,95,84,78,75,41,36,68,2016/9/21 8:20,126
0,0,0,1,0,0,0,0,95,84,78,75,41,36,68,2016/9/21 8:40,77
0,0,0,0,1,0,0,0,95,84,78,75,41,36,68,2016/9/21 9:00,49
0,0,0,0,0,1,0,0,95,84,78,75,41,36,68,2016/9/21 9:20,55
0,0,0,0,0,0,1,0,95,84,78,75,41,36,68,2016/9/21 9:40,53
0,1,0,0,0,0,0,0,46,45,46,49,46,48,46,2016/9/21 17:00,47
0,0,1,0,0,0,0,0,46,45,46,49,46,48,46,2016/9/21 17:20,35
0,0,0,1,0,0,0,0,46,45,46,49,46,48,46,2016/9/21 17:40,20
0,0,0,0,1,0,0,0,46,45,46,49,46,48,46,2016/9/21 18:00,20
0,0,0,0,0,1,0,0,46,45,46,49,46,48,46,2016/9/21 18:20,20
0,0,0,0,0,0,1,0,46,45,46,49,46,48,46,2016/9/21 18:40,24
0,1,0,0,0,0,0,0,34,40,28,36,10,6,25,2016/9/22 8:00,50
0,0,1,0,0,0,0,0,34,40,28,36,10,6,25,2016/9/22 8:20,58
0,0,0,1,0,0,0,0,34,40,28,36,10,6,25,2016/9/22 8:40,51
0,0,0,0,1,0,0,0,34,40,28,36,10,6,25,2016/9/22 9:00,43
0,0,0,0,0,1,0,0,34,40,28,36,10,6,25,2016/9/22 9:20,52
0,0,0,0,0,0,1,0,34,40,28,36,10,6,25,2016/9/22 9:40,59
0,1,0,0,0,0,0,0,42,52,58,57,48,61,53,2016/9/22 17:00,29
0,0,1,0,0,0,0,0,42,52,58,57,48,61,53,2016/9/22 17:20,36
0,0,0,1,0,0,0,0,42,52,58,57,48,61,53,2016/9/22 17:40,33
0,0,0,0,1,0,0,0,42,52,58,57,48,61,53,2016/9/22 18:00,26
0,0,0,0,0,1,0,0,42,52,58,57,48,61,53,2016/9/22 18:20,21
0,0,0,0,0,0,1,0,42,52,58,57,48,61,53,2016/9/22 18:40,24
0,1,0,0,0,0,0,0,42,41,28,32,17,12,28,2016/9/23 8:00,49
0,0,1,0,0,0,0,0,42,41,28,32,17,12,28,2016/9/23 8:20,68
0,0,0,1,0,0,0,0,42,41,28,32,17,12,28,2016/9/23 8:40,50
0,0,0,0,1,0,0,0,42,41,28,32,17,12,28,2016/9/23 9:00,41
0,0,0,0,0,1,0,0,42,41,28,32,17,12,28,2016/9/23 9:20,52
0,0,0,0,0,0,1,0,42,41,28,32,17,12,28,2016/9/23 9:40,44
0,1,0,0,0,0,0,0,44,86,76,78,66,47,66,2016/9/23 17:00,45
0,0,1,0,0,0,0,0,44,86,76,78,66,47,66,2016/9/23 17:20,38
0,0,0,1,0,0,0,0,44,86,76,78,66,47,66,2016/9/23 17:40,46
0,0,0,0,1,0,0,0,44,86,76,78,66,47,66,2016/9/23 18:00,40
0,0,0,0,0,1,0,0,44,86,76,78,66,47,66,2016/9/23 18:20,45
0,0,0,0,0,0,1,0,44,86,76,78,66,47,66,2016/9/23 18:40,32
0,1,0,0,0,0,0,1,35,33,28,24,19,8,24,2016/9/24 8:00,43
0,0,1,0,0,0,0,1,35,33,28,24,19,8,24,2016/9/24 8:20,64
0,0,0,1,0,0,0,1,35,33,28,24,19,8,24,2016/9/24 8:40,71
0,0,0,0,1,0,0,1,35,33,28,24,19,8,24,2016/9/24 9:00,52
0,0,0,0,0,1,0,1,35,33,28,24,19,8,24,2016/9/24 9:20,68
0,0,0,0,0,0,1,1,35,33,28,24,19,8,24,2016/9/24 9:40,66
0,1,0,0,0,0,0,1,48,59,81,66,63,55,62,2016/9/24 17:00,73
0,0,1,0,0,0,0,1,48,59,81,66,63,55,62,2016/9/24 17:20,55
0,0,0,1,0,0,0,1,48,59,81,66,63,55,62,2016/9/24 17:40,32
0,0,0,0,1,0,0,1,48,59,81,66,63,55,62,2016/9/24 18:00,42
0,0,0,0,0,1,0,1,48,59,81,66,63,55,62,2016/9/24 18:20,35
0,0,0,0,0,0,1,1,48,59,81,66,63,55,62,2016/9/24 18:40,54
0,1,0,0,0,0,0,1,33,22,20,26,12,10,20,2016/9/25 8:00,35
0,0,1,0,0,0,0,1,33,22,20,26,12,10,20,2016/9/25 8:20,40
0,0,0,1,0,0,0,1,33,22,20,26,12,10,20,2016/9/25 8:40,50
0,0,0,0,1,0,0,1,33,22,20,26,12,10,20,2016/9/25 9:00,41
0,0,0,0,0,1,0,1,33,22,20,26,12,10,20,2016/9/25 9:20,42
0,0,0,0,0,0,1,1,33,22,20,26,12,10,20,2016/9/25 9:40,49
0,1,0,0,0,0,0,1,73,63,70,52,61,65,64,2016/9/25 17:00,63
0,0,1,0,0,0,0,1,73,63,70,52,61,65,64,2016/9/25 17:20,49
0,0,0,1,0,0,0,1,73,63,70,52,61,65,64,2016/9/25 17:40,42
0,0,0,0,1,0,0,1,73,63,70,52,61,65,64,2016/9/25 18:00,56
0,0,0,0,0,1,0,1,73,63,70,52,61,65,64,2016/9/25 18:20,38
0,0,0,0,0,0,1,1,73,63,70,52,61,65,64,2016/9/25 18:40,31
0,1,0,0,0,0,0,0,46,39,44,39,23,13,34,2016/9/26 8:00,49
0,0,1,0,0,0,0,0,46,39,44,39,23,13,34,2016/9/26 8:20,52
0,0,0,1,0,0,0,0,46,39,44,39,23,13,34,2016/9/26 8:40,45
0,0,0,0,1,0,0,0,46,39,44,39,23,13,34,2016/9/26 9:00,48
0,0,0,0,0,1,0,0,46,39,44,39,23,13,34,2016/9/26 9:20,52
0,0,0,0,0,0,1,0,46,39,44,39,23,13,34,2016/9/26 9:40,51
0,1,0,0,0,0,0,0,46,56,44,43,51,33,45,2016/9/26 17:00,47
0,0,1,0,0,0,0,0,46,56,44,43,51,33,45,2016/9/26 17:20,42
0,0,0,1,0,0,0,0,46,56,44,43,51,33,45,2016/9/26 17:40,30
0,0,0,0,1,0,0,0,46,56,44,43,51,33,45,2016/9/26 18:00,33
0,0,0,0,0,1,0,0,46,56,44,43,51,33,45,2016/9/26 18:20,22
0,0,0,0,0,0,1,0,46,56,44,43,51,33,45,2016/9/26 18:40,29
0,1,0,0,0,0,0,0,41,50,56,35,20,12,35,2016/9/27 8:00,60
0,0,1,0,0,0,0,0,41,50,56,35,20,12,35,2016/9/27 8:20,45
0,0,0,1,0,0,0,0,41,50,56,35,20,12,35,2016/9/27 8:40,64
0,0,0,0,1,0,0,0,41,50,56,35,20,12,35,2016/9/27 9:00,58
0,0,0,0,0,1,0,0,41,50,56,35,20,12,35,2016/9/27 9:20,65
0,0,0,0,0,0,1,0,41,50,56,35,20,12,35,2016/9/27 9:40,45
0,1,0,0,0,0,0,0,48,53,58,44,47,39,48,2016/9/27 17:00,52
0,0,1,0,0,0,0,0,48,53,58,44,47,39,48,2016/9/27 17:20,77
0,0,0,1,0,0,0,0,48,53,58,44,47,39,48,2016/9/27 17:40,45
0,0,0,0,1,0,0,0,48,53,58,44,47,39,48,2016/9/27 18:00,30
0,0,0,0,0,1,0,0,48,53,58,44,47,39,48,2016/9/27 18:20,18
0,0,0,0,0,0,1,0,48,53,58,44,47,39,48,2016/9/27 18:40,12
0,1,0,0,0,0,0,0,104,74,91,50,49,30,66,2016/9/28 8:00,128
0,0,1,0,0,0,0,0,104,74,91,50,49,30,66,2016/9/28 8:20,137
0,0,0,1,0,0,0,0,104,74,91,50,49,30,66,2016/9/28 8:40,104
0,0,0,0,1,0,0,0,104,74,91,50,49,30,66,2016/9/28 9:00,111
0,0,0,0,0,1,0,0,104,74,91,50,49,30,66,2016/9/28 9:20,121
0,0,0,0,0,0,1,0,104,74,91,50,49,30,66,2016/9/28 9:40,136
0,1,0,0,0,0,0,0,45,97,105,88,97,91,87,2016/9/28 17:00,31
0,0,1,0,0,0,0,0,45,97,105,88,97,91,87,2016/9/28 17:20,37
0,0,0,1,0,0,0,0,45,97,105,88,97,91,87,2016/9/28 17:40,31
0,0,0,0,1,0,0,0,45,97,105,88,97,91,87,2016/9/28 18:00,26
0,0,0,0,0,1,0,0,45,97,105,88,97,91,87,2016/9/28 18:20,24
0,0,0,0,0,0,1,0,45,97,105,88,97,91,87,2016/9/28 18:40,18
0,1,0,0,0,0,0,0,30,30,25,18,9,4,19,2016/9/29 8:00,41
0,0,1,0,0,0,0,0,30,30,25,18,9,4,19,2016/9/29 8:20,48
0,0,0,1,0,0,0,0,30,30,25,18,9,4,19,2016/9/29 8:40,50
0,0,0,0,1,0,0,0,30,30,25,18,9,4,19,2016/9/29 9:00,47
