is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"1","0","0","0","0","0","8","0.25","0.0","0.875","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","13","0.384615384615","0.0","0.923076923077","0.0769230769231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32","0.28125","0.0","0.875","0.0625","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","39","0.25641025641","0.0","0.871794871795","0.0769230769231","0.025641025641","0.025641025641","0.0","0.0","0.0","0.0","0.0","31","0.354838709677","0.0","0.967741935484","0.0322580645161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43","0.372093023256","0.0","0.93023255814","0.046511627907","0.0232558139535","0.0","0.0","0.0","0.0","0.0","0.0","27","2016-09-19 08:00:00","46"
"0","1","0","0","0","0","8","0.25","0.0","0.875","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","13","0.384615384615","0.0","0.923076923077","0.0769230769231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32","0.28125","0.0","0.875","0.0625","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","39","0.25641025641","0.0","0.871794871795","0.0769230769231","0.025641025641","0.025641025641","0.0","0.0","0.0","0.0","0.0","31","0.354838709677","0.0","0.967741935484","0.0322580645161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43","0.372093023256","0.0","0.93023255814","0.046511627907","0.0232558139535","0.0","0.0","0.0","0.0","0.0","0.0","27","2016-09-19 08:20:00","56"
"0","0","1","0","0","0","8","0.25","0.0","0.875","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","13","0.384615384615","0.0","0.923076923077","0.0769230769231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32","0.28125","0.0","0.875","0.0625","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","39","0.25641025641","0.0","0.871794871795","0.0769230769231","0.025641025641","0.025641025641","0.0","0.0","0.0","0.0","0.0","31","0.354838709677","0.0","0.967741935484","0.0322580645161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43","0.372093023256","0.0","0.93023255814","0.046511627907","0.0232558139535","0.0","0.0","0.0","0.0","0.0","0.0","27","2016-09-19 08:40:00","41"
"0","0","0","1","0","0","8","0.25","0.0","0.875","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","13","0.384615384615","0.0","0.923076923077","0.0769230769231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32","0.28125","0.0","0.875","0.0625","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","39","0.25641025641","0.0","0.871794871795","0.0769230769231","0.025641025641","0.025641025641","0.0","0.0","0.0","0.0","0.0","31","0.354838709677","0.0","0.967741935484","0.0322580645161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43","0.372093023256","0.0","0.93023255814","0.046511627907","0.0232558139535","0.0","0.0","0.0","0.0","0.0","0.0","27","2016-09-19 09:00:00","50"
"0","0","0","0","1","0","8","0.25","0.0","0.875","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","13","0.384615384615","0.0","0.923076923077","0.0769230769231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32","0.28125","0.0","0.875","0.0625","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","39","0.25641025641","0.0","0.871794871795","0.0769230769231","0.025641025641","0.025641025641","0.0","0.0","0.0","0.0","0.0","31","0.354838709677","0.0","0.967741935484","0.0322580645161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43","0.372093023256","0.0","0.93023255814","0.046511627907","0.0232558139535","0.0","0.0","0.0","0.0","0.0","0.0","27","2016-09-19 09:20:00","49"
"0","0","0","0","0","1","8","0.25","0.0","0.875","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","13","0.384615384615","0.0","0.923076923077","0.0769230769231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32","0.28125","0.0","0.875","0.0625","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","39","0.25641025641","0.0","0.871794871795","0.0769230769231","0.025641025641","0.025641025641","0.0","0.0","0.0","0.0","0.0","31","0.354838709677","0.0","0.967741935484","0.0322580645161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43","0.372093023256","0.0","0.93023255814","0.046511627907","0.0232558139535","0.0","0.0","0.0","0.0","0.0","0.0","27","2016-09-19 09:40:00","44"
"1","0","0","0","0","0","48","0.3125","0.0","0.916666666667","0.0625","0.0208333333333","0.0","0.0","0.0","0.0","0.0","0.0","57","0.140350877193","0.0","0.912280701754","0.0526315789474","0.0350877192982","0.0","0.0","0.0","0.0","0.0","0.0","43","0.232558139535","0.0","0.883720930233","0.116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42","0.261904761905","0.0","0.904761904762","0.0714285714286","0.0238095238095","0.0","0.0","0.0","0.0","0.0","0.0","46","0.239130434783","0.0","0.913043478261","0.0652173913043","0.0","0.0217391304348","0.0","0.0","0.0","0.0","0.0","55","0.345454545455","0.0","0.945454545455","0.0363636363636","0.0","0.0181818181818","0.0","0.0","0.0","0.0","0.0","48","2016-09-19 17:00:00","36"
"0","1","0","0","0","0","48","0.3125","0.0","0.916666666667","0.0625","0.0208333333333","0.0","0.0","0.0","0.0","0.0","0.0","57","0.140350877193","0.0","0.912280701754","0.0526315789474","0.0350877192982","0.0","0.0","0.0","0.0","0.0","0.0","43","0.232558139535","0.0","0.883720930233","0.116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42","0.261904761905","0.0","0.904761904762","0.0714285714286","0.0238095238095","0.0","0.0","0.0","0.0","0.0","0.0","46","0.239130434783","0.0","0.913043478261","0.0652173913043","0.0","0.0217391304348","0.0","0.0","0.0","0.0","0.0","55","0.345454545455","0.0","0.945454545455","0.0363636363636","0.0","0.0181818181818","0.0","0.0","0.0","0.0","0.0","48","2016-09-19 17:20:00","34"
"0","0","1","0","0","0","48","0.3125","0.0","0.916666666667","0.0625","0.0208333333333","0.0","0.0","0.0","0.0","0.0","0.0","57","0.140350877193","0.0","0.912280701754","0.0526315789474","0.0350877192982","0.0","0.0","0.0","0.0","0.0","0.0","43","0.232558139535","0.0","0.883720930233","0.116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42","0.261904761905","0.0","0.904761904762","0.0714285714286","0.0238095238095","0.0","0.0","0.0","0.0","0.0","0.0","46","0.239130434783","0.0","0.913043478261","0.0652173913043","0.0","0.0217391304348","0.0","0.0","0.0","0.0","0.0","55","0.345454545455","0.0","0.945454545455","0.0363636363636","0.0","0.0181818181818","0.0","0.0","0.0","0.0","0.0","48","2016-09-19 17:40:00","24"
"0","0","0","1","0","0","48","0.3125","0.0","0.916666666667","0.0625","0.0208333333333","0.0","0.0","0.0","0.0","0.0","0.0","57","0.140350877193","0.0","0.912280701754","0.0526315789474","0.0350877192982","0.0","0.0","0.0","0.0","0.0","0.0","43","0.232558139535","0.0","0.883720930233","0.116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42","0.261904761905","0.0","0.904761904762","0.0714285714286","0.0238095238095","0.0","0.0","0.0","0.0","0.0","0.0","46","0.239130434783","0.0","0.913043478261","0.0652173913043","0.0","0.0217391304348","0.0","0.0","0.0","0.0","0.0","55","0.345454545455","0.0","0.945454545455","0.0363636363636","0.0","0.0181818181818","0.0","0.0","0.0","0.0","0.0","48","2016-09-19 18:00:00","29"
