is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"1","0","0","0","0","0","30","0.166666666667","0.0","0.733333333333","0.266666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36","0.111111111111","0.0","0.722222222222","0.277777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37","0.27027027027","0.0","0.756756756757","0.243243243243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84","0.404761904762","0.0","0.952380952381","0.0357142857143","0.0","0.0119047619048","0.0","0.0","0.0","0.0","0.0","80","0.45","0.0","0.9125","0.0875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97","0.371134020619","0.0","0.958762886598","0.0412371134021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60","2016-09-19 08:00:00","129"
"0","1","0","0","0","0","30","0.166666666667","0.0","0.733333333333","0.266666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36","0.111111111111","0.0","0.722222222222","0.277777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37","0.27027027027","0.0","0.756756756757","0.243243243243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84","0.404761904762","0.0","0.952380952381","0.0357142857143","0.0","0.0119047619048","0.0","0.0","0.0","0.0","0.0","80","0.45","0.0","0.9125","0.0875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97","0.371134020619","0.0","0.958762886598","0.0412371134021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60","2016-09-19 08:20:00","122"
"0","0","1","0","0","0","30","0.166666666667","0.0","0.733333333333","0.266666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36","0.111111111111","0.0","0.722222222222","0.277777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37","0.27027027027","0.0","0.756756756757","0.243243243243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84","0.404761904762","0.0","0.952380952381","0.0357142857143","0.0","0.0119047619048","0.0","0.0","0.0","0.0","0.0","80","0.45","0.0","0.9125","0.0875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97","0.371134020619","0.0","0.958762886598","0.0412371134021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60","2016-09-19 08:40:00","98"
"0","0","0","1","0","0","30","0.166666666667","0.0","0.733333333333","0.266666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36","0.111111111111","0.0","0.722222222222","0.277777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37","0.27027027027","0.0","0.756756756757","0.243243243243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84","0.404761904762","0.0","0.952380952381","0.0357142857143","0.0","0.0119047619048","0.0","0.0","0.0","0.0","0.0","80","0.45","0.0","0.9125","0.0875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97","0.371134020619","0.0","0.958762886598","0.0412371134021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60","2016-09-19 09:00:00","89"
"0","0","0","0","1","0","30","0.166666666667","0.0","0.733333333333","0.266666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36","0.111111111111","0.0","0.722222222222","0.277777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37","0.27027027027","0.0","0.756756756757","0.243243243243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84","0.404761904762","0.0","0.952380952381","0.0357142857143","0.0","0.0119047619048","0.0","0.0","0.0","0.0","0.0","80","0.45","0.0","0.9125","0.0875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97","0.371134020619","0.0","0.958762886598","0.0412371134021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60","2016-09-19 09:20:00","78"
"0","0","0","0","0","1","30","0.166666666667","0.0","0.733333333333","0.266666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36","0.111111111111","0.0","0.722222222222","0.277777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37","0.27027027027","0.0","0.756756756757","0.243243243243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84","0.404761904762","0.0","0.952380952381","0.0357142857143","0.0","0.0119047619048","0.0","0.0","0.0","0.0","0.0","80","0.45","0.0","0.9125","0.0875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97","0.371134020619","0.0","0.958762886598","0.0412371134021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60","2016-09-19 09:40:00","59"
"1","0","0","0","0","0","77","0.246753246753","0.0","0.766233766234","0.220779220779","0.0","0.012987012987","0.0","0.0","0.0","0.0","0.0","67","0.223880597015","0.0","0.865671641791","0.134328358209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74","0.189189189189","0.0","0.837837837838","0.162162162162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76","0.210526315789","0.0","0.868421052632","0.131578947368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86","0.267441860465","0.0","0.988372093023","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99","0.222222222222","0.0","0.868686868687","0.121212121212","0.010101010101","0.0","0.0","0.0","0.0","0.0","0.0","79","2016-09-19 17:00:00","85"
"0","1","0","0","0","0","77","0.246753246753","0.0","0.766233766234","0.220779220779","0.0","0.012987012987","0.0","0.0","0.0","0.0","0.0","67","0.223880597015","0.0","0.865671641791","0.134328358209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74","0.189189189189","0.0","0.837837837838","0.162162162162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76","0.210526315789","0.0","0.868421052632","0.131578947368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86","0.267441860465","0.0","0.988372093023","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99","0.222222222222","0.0","0.868686868687","0.121212121212","0.010101010101","0.0","0.0","0.0","0.0","0.0","0.0","79","2016-09-19 17:20:00","72"
"0","0","1","0","0","0","77","0.246753246753","0.0","0.766233766234","0.220779220779","0.0","0.012987012987","0.0","0.0","0.0","0.0","0.0","67","0.223880597015","0.0","0.865671641791","0.134328358209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74","0.189189189189","0.0","0.837837837838","0.162162162162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76","0.210526315789","0.0","0.868421052632","0.131578947368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86","0.267441860465","0.0","0.988372093023","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99","0.222222222222","0.0","0.868686868687","0.121212121212","0.010101010101","0.0","0.0","0.0","0.0","0.0","0.0","79","2016-09-19 17:40:00","53"
"0","0","0","1","0","0","77","0.246753246753","0.0","0.766233766234","0.220779220779","0.0","0.012987012987","0.0","0.0","0.0","0.0","0.0","67","0.223880597015","0.0","0.865671641791","0.134328358209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74","0.189189189189","0.0","0.837837837838","0.162162162162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76","0.210526315789","0.0","0.868421052632","0.131578947368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86","0.267441860465","0.0","0.988372093023","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99","0.222222222222","0.0","0.868686868687","0.121212121212","0.010101010101","0.0","0.0","0.0","0.0","0.0","0.0","79","2016-09-19 18:00:00","55"
"0","0","0","0","1","0","77","0.246753246753","0.0","0.766233766234","0.220779220779","0.0","0.012987012987","0.0","0.0","0.0","0.0","0.0","67","0.223880597015","0.0","0.865671641791","0.134328358209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74","0.189189189189","0.0","0.837837837838","0.162162162162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76","0.210526315789","0.0","0.868421052632","0.131578947368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86","0.267441860465","0.0","0.988372093023","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99","0.222222222222","0.0","0.868686868687","0.121212121212","0.010101010101","0.0","0.0","0.0","0.0","0.0","0.0","79","2016-09-19 18:20:00","50"
"0","0","0","0","0","1","77","0.246753246753","0.0","0.766233766234","0.220779220779","0.0","0.012987012987","0.0","0.0","0.0","0.0","0.0","67","0.223880597015","0.0","0.865671641791","0.134328358209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74","0.189189189189","0.0","0.837837837838","0.162162162162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76","0.210526315789","0.0","0.868421052632","0.131578947368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86","0.267441860465","0.0","0.988372093023","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99","0.222222222222","0.0","0.868686868687","0.121212121212","0.010101010101","0.0","0.0","0.0","0.0","0.0","0.0","79","2016-09-19 18:40:00","49"
"1","0","0","0","0","0","33","0.0909090909091","0.0","0.878787878788","0.121212121212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31","0.225806451613","0.0","0.838709677419","0.161290322581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54","0.240740740741","0.0","0.888888888889","0.111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79","0.354430379747","0.0","0.898734177215","0.0886075949367","0.0","0.0126582278481","0.0","0.0","0.0","0.0","0.0","86","0.395348837209","0.0","0.906976744186","0.0813953488372","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","93","0.387096774194","0.0","0.870967741935","0.129032258065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62","2016-09-20 08:00:00","112"
"0","1","0","0","0","0","33","0.0909090909091","0.0","0.878787878788","0.121212121212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31","0.225806451613","0.0","0.838709677419","0.161290322581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54","0.240740740741","0.0","0.888888888889","0.111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79","0.354430379747","0.0","0.898734177215","0.0886075949367","0.0","0.0126582278481","0.0","0.0","0.0","0.0","0.0","86","0.395348837209","0.0","0.906976744186","0.0813953488372","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","93","0.387096774194","0.0","0.870967741935","0.129032258065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62","2016-09-20 08:20:00","111"
"0","0","1","0","0","0","33","0.0909090909091","0.0","0.878787878788","0.121212121212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31","0.225806451613","0.0","0.838709677419","0.161290322581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54","0.240740740741","0.0","0.888888888889","0.111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79","0.354430379747","0.0","0.898734177215","0.0886075949367","0.0","0.0126582278481","0.0","0.0","0.0","0.0","0.0","86","0.395348837209","0.0","0.906976744186","0.0813953488372","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","93","0.387096774194","0.0","0.870967741935","0.129032258065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62","2016-09-20 08:40:00","112"
"0","0","0","1","0","0","33","0.0909090909091","0.0","0.878787878788","0.121212121212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31","0.225806451613","0.0","0.838709677419","0.161290322581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54","0.240740740741","0.0","0.888888888889","0.111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79","0.354430379747","0.0","0.898734177215","0.0886075949367","0.0","0.0126582278481","0.0","0.0","0.0","0.0","0.0","86","0.395348837209","0.0","0.906976744186","0.0813953488372","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","93","0.387096774194","0.0","0.870967741935","0.129032258065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62","2016-09-20 09:00:00","105"
"0","0","0","0","1","0","33","0.0909090909091","0.0","0.878787878788","0.121212121212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31","0.225806451613","0.0","0.838709677419","0.161290322581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54","0.240740740741","0.0","0.888888888889","0.111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79","0.354430379747","0.0","0.898734177215","0.0886075949367","0.0","0.0126582278481","0.0","0.0","0.0","0.0","0.0","86","0.395348837209","0.0","0.906976744186","0.0813953488372","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","93","0.387096774194","0.0","0.870967741935","0.129032258065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62","2016-09-20 09:20:00","99"
"0","0","0","0","0","1","33","0.0909090909091","0.0","0.878787878788","0.121212121212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31","0.225806451613","0.0","0.838709677419","0.161290322581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54","0.240740740741","0.0","0.888888888889","0.111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79","0.354430379747","0.0","0.898734177215","0.0886075949367","0.0","0.0126582278481","0.0","0.0","0.0","0.0","0.0","86","0.395348837209","0.0","0.906976744186","0.0813953488372","0.0116279069767","0.0","0.0","0.0","0.0","0.0","0.0","93","0.387096774194","0.0","0.870967741935","0.129032258065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62","2016-09-20 09:40:00","87"
"1","0","0","0","0","0","62","0.241935483871","0.0","0.838709677419","0.145161290323","0.0","0.0161290322581","0.0","0.0","0.0","0.0","0.0","69","0.231884057971","0.0","0.927536231884","0.0724637681159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69","0.144927536232","0.0","0.855072463768","0.144927536232","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82","0.219512195122","0.0","0.829268292683","0.134146341463","0.0","0.0243902439024","0.0","0.0","0.0121951219512","0.0","0.0","76","0.210526315789","0.0","0.907894736842","0.0921052631579","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64","0.3125","0.0","0.859375","0.09375","0.0","0.03125","0.0","0.0","0.015625","0.0","0.0","70","2016-09-20 17:00:00","82"
